0.009404, 0.000000, 1484.878965
0.019423, 0.000000, 1484.878965
0.029389, 0.000000, 1484.878965
0.039354, 0.000000, 1484.878965
0.049887, 0.000000, 1484.878965
0.059522, 0.000000, 1484.878965
0.069479, 0.000000, 1484.878965
0.079381, 0.000000, 1484.878965
0.089338, 0.000000, 1484.878965
0.099357, 0.000000, 1484.878965
0.109409, 0.000000, 1484.878965
0.119355, 0.000000, 1484.878965
0.129358, 0.000000, 1484.878965
0.139354, 0.000000, 1484.878965
0.149480, 0.000000, 1484.878965
0.159363, 0.000000, 1484.878965
0.169341, 0.000000, 1484.878965
0.179367, 0.000000, 1484.878965
0.189636, 0.000000, 1484.878965
0.199875, 0.000000, 1484.878965
0.210070, 0.000000, 1484.878965
0.219349, 0.000000, 1484.878965
0.229544, 0.000000, 1484.878965
0.239404, 0.000000, 1484.878965
0.249410, 0.000000, 1484.878965
0.259839, 0.000000, 1484.878965
0.269492, 0.000000, 1484.878965
0.279847, 0.000000, 1484.878965
0.290056, 0.000000, 1484.878965
0.299362, 0.000000, 1484.878965
0.309457, 0.000000, 1484.878965
0.319829, 0.000000, 1484.878965
0.329446, 0.000000, 1484.878965
0.339818, 0.000000, 1484.878965
0.349444, 0.000000, 1484.878965
0.359899, 0.000000, 1484.878965
0.370053, 0.000000, 1484.878965
0.379510, 0.000000, 1484.878965
0.390136, 0.000000, 1484.878965
0.399366, 0.000000, 1484.878965
0.409472, 0.000000, 1484.878965
0.419898, 0.000000, 1484.878965
0.430131, 0.000000, 1484.878965
0.439363, 0.000000, 1484.878965
0.449459, 0.000000, 1484.878965
0.459840, 0.000000, 1484.878965
0.469382, 0.000000, 1484.878965
0.479846, 0.000000, 1484.878965
0.489432, 0.000000, 1484.878965
0.499342, 0.000000, 1484.878965
0.509350, 0.000000, 1484.878965
0.519406, 0.000000, 1484.878965
0.530084, 0.000000, 1484.878965
0.539341, 0.000000, 1484.878965
0.549406, 0.000000, 1484.878965
0.559401, 0.000000, 1484.878965
0.569409, 0.000000, 1484.878965
0.579831, 0.000000, 1484.878965
0.589469, 0.000000, 1484.878965
0.599356, 0.000000, 1484.878965
