60,0,0,99,0,-98
60,0,0,98,0,-96
60,0,0,98,0,-96
60,0,0,98,-2,-97
60,0,0,96,-2,-97
60,0,0,96,-1,-92
60,0,0,92,-4,-93
60,0,0,92,-4,-94
60,0,0,95,0,-97
60,0,0,103,2,-96
60,0,0,100,-4,-100
60,0,0,93,0,-92
60,0,0,102,1,-96
60,0,0,89,-10,-95
60,0,0,93,-9,-99
60,0,0,94,-5,-96
60,0,0,94,-4,-98
60,0,0,96,-4,-99
60,0,0,98,0,-95
60,0,0,98,3,-94
60,0,0,96,-4,-96
60,0,0,95,0,-95
60,0,0,91,-4,-93
60,0,0,94,-3,-93
60,0,0,97,-4,-100
60,0,0,96,-5,-96
60,0,0,98,-3,-99
60,0,0,92,-5,-95
60,0,0,97,-2,-97
60,0,0,96,-3,-95
60,0,0,96,-8,-102
60,0,0,94,1,-92
60,0,0,98,-2,-96
60,0,0,97,-1,-96
60,0,0,95,-2,-95
60,0,0,95,0,-94
60,0,0,95,-5,-98
60,0,0,100,-3,-101
60,0,0,95,-5,-98
60,0,0,97,-5,-97
60,0,0,98,-2,-96
60,0,0,101,2,-95
60,0,0,100,-1,-99
60,0,0,96,-1,-95
60,0,0,98,-4,-97
60,0,0,101,0,-97
60,0,0,96,1,-94
60,0,0,105,1,-98
60,0,0,100,-2,-100
60,0,0,95,-1,-96
60,0,0,102,-2,-102
60,0,0,100,2,-95
60,0,0,99,2,-95
60,0,0,95,-3,-97
60,0,0,92,-6,-94
60,0,0,98,-2,-94
60,0,0,93,-2,-93
60,0,0,99,0,-99
60,0,0,98,1,-94
60,0,0,96,-8,-102
60,0,0,94,-1,-91
60,0,0,98,0,-96
60,0,0,91,-2,-90
60,0,0,98,0,-95
60,0,0,100,4,-95
60,0,0,97,0,-97
60,0,0,98,2,-93
60,0,0,95,0,-95
60,0,0,97,0,-95
60,0,0,96,1,-91
60,0,0,95,2,-94
60,0,0,97,1,-95
60,0,0,96,0,-92
60,0,0,95,2,-90
60,0,0,100,1,-93
60,0,0,98,0,-91
60,0,0,92,0,-90
60,0,0,100,-1,-98
60,0,0,92,0,-91
60,0,0,97,0,-95
60,0,0,99,3,-93
60,0,0,97,-2,-98
60,0,0,94,-5,-93
60,0,0,97,-3,-96
60,0,0,95,0,-92
60,0,0,97,1,-96
60,0,0,93,-3,-94
60,0,0,97,-5,-98
60,0,0,97,3,-92
60,0,0,94,-4,-97
60,0,0,96,1,-93
60,0,0,96,3,-93
60,0,0,94,0,-92
60,0,0,94,3,-88
60,0,0,94,-2,-93
60,0,0,92,-6,-95
60,0,0,93,-1,-93
60,0,0,94,-3,-94
60,0,0,97,-6,-98
60,0,0,94,-6,-97
60,0,0,95,-3,-95
60,0,0,93,-3,-95
60,0,0,89,-8,-94
60,0,0,93,0,-90
60,0,0,94,-2,-92
60,0,0,94,-1,-93
60,0,0,93,-2,-93
60,0,0,95,-2,-93
60,0,0,96,-6,-99
60,0,0,97,-7,-100
60,0,0,97,0,-95
60,0,0,99,0,-97
60,0,0,95,-5,-95
60,0,0,95,0,-97
60,0,0,96,-6,-99
60,0,0,91,-2,-92
60,0,0,99,0,-95
60,0,0,95,-1,-94
60,0,0,94,1,-92
60,0,0,92,-4,-93
60,0,0,103,-1,-102
60,0,0,98,0,-94
60,0,0,100,-2,-98
60,0,0,94,-2,-95
60,0,0,98,0,-95
60,0,0,99,-2,-98
60,0,0,99,0,-96
60,0,0,92,-5,-94
60,0,0,92,-5,-93
60,0,0,97,-4,-97
60,0,0,97,0,-95
60,0,0,95,1,-94
60,0,0,97,0,-96
60,0,0,99,-1,-95
60,0,0,98,0,-96
60,0,0,97,0,-95
60,0,0,98,-4,-97
60,0,0,94,-9,-101
60,0,0,95,-8,-98
60,0,0,98,0,-96
60,0,0,98,-6,-102
60,0,0,96,-1,-96
60,0,0,101,-2,-99
60,0,0,101,1,-96
60,0,0,97,-6,-102
60,0,0,95,-1,-93
60,0,0,94,0,-94
60,0,0,93,-1,-92
60,0,0,95,0,-92
60,0,0,95,-6,-95
60,0,0,99,-3,-98
60,0,0,93,-7,-96
60,0,0,98,0,-95
60,0,0,100,-3,-99
60,0,0,97,-2,-97
60,0,0,99,-7,-103
60,0,0,97,-4,-100
60,0,0,92,-3,-94
60,0,0,99,0,-97
60,0,0,98,-2,-96
60,0,0,95,4,-89
60,0,0,93,-1,-91
60,0,0,93,-3,-93
60,0,0,91,3,-87
60,0,0,94,-1,-93
60,0,0,98,-2,-95
60,0,0,92,-3,-94
60,0,0,95,1,-90
60,0,0,96,1,-91
60,0,0,96,7,-87
60,0,0,94,2,-89
60,0,0,89,0,-86
60,0,0,93,-6,-94
60,0,0,93,0,-90
60,0,0,90,-5,-94
60,0,0,90,-2,-88
60,0,0,89,-5,-93
60,0,0,91,-8,-97
60,0,0,98,0,-96
60,0,0,97,-1,-93
60,0,0,94,-5,-96
60,0,0,97,0,-96
60,0,0,98,0,-94
60,0,0,100,1,-97
60,0,0,101,-2,-102
