  0,60,0, -118,-115,-130, -10,-126,-12
  0,60,0, -108,-106,-120, -9,-116,-10
  0,60,0, -114,-113,-133, -12,-125,-17
  0,60,0, -116,-114,-131, -11,-128,-14
  0,60,0, -112,-109,-124, -12,-120,-10
  0,60,0, -111,-109,-120, -7,-115,-10
  0,60,0, -112,-111,-130, -15,-124,-12
  0,60,0, -100,-98,-110, -4,-108,-6
  0,60,0, -114,-110,-117, -1,-116,-4
  0,60,0, -116,-115,-122, -7,-121,-4
  0,60,0, -123,-118,-132, -7,-130,-12
  0,60,0, -106,-103,-119, -8,-115,-11
  0,60,0, -120,-119,-130, -11,-128,-9
  0,60,0, -116,-116,-130, -6,-122,-9
  0,60,0, -117,-115,-126, -5,-124,-9
  0,60,0, -107,-104,-117, -6,-112,-9
  0,60,0, -103,-106,-120, -11,-120,-13
  0,60,0, -114,-114,-129, -9,-123,-15
  0,60,0, -102,-100,-111, -9,-109,-12
  0,60,0, -114,-110,-124, -8,-120,-11
  0,60,0, -115,-113,-124, -6,-121,-6
  0,60,0, -118,-118,-128, -6,-125,-6
  0,60,0, -115,-111,-127, -11,-127,-15
  0,60,0, -112,-109,-129, -11,-123,-13
  0,60,0, -115,-111,-129, -11,-125,-14
  0,60,0, -117,-115,-128, -12,-128,-13
  0,60,0, -114,-110,-126, -10,-124,-15
  0,60,0, -115,-111,-129, -11,-126,-14
  0,60,0, -115,-116,-129, -9,-124,-11
  0,60,0, -116,-112,-130, -11,-127,-10
  0,60,0, -116,-113,-119, -4,-120,-5
  0,60,0, -109,-108,-126, -14,-123,-16
  0,60,0, -113,-115,-130, -11,-127,-12
  0,60,0, -119,-118,-138, -11,-131,-22
  0,60,0, -104,-104,-120, -10,-117,-12
  0,60,0, -113,-108,-115, -3,-116,-7
  0,60,0, -108,-106,-122, -6,-119,-14
  0,60,0, -110,-107,-113, -6,-114,-5
  0,60,0, -104,-102,-113, -7,-110,-8
  0,60,0, -118,-118,-132, -8,-127,-11
  0,60,0, -117,-113,-127, -7,-123,-14
  0,60,0, -118,-115,-128, -9,-125,-10
  0,60,0, -109,-108,-128, -12,-122,-13
  0,60,0, -103,-104,-113, -8,-113,-10
  0,60,0, -112,-110,-130, -11,-125,-12
  0,60,0, -115,-112,-126, -7,-122,-12
  0,60,0, -115,-112,-127, -6,-122,-12
  0,60,0, -113,-112,-127, -10,-123,-13
  0,60,0, -112,-112,-128, -11,-123,-15
  0,60,0, -115,-108,-121, -4,-121,-12
  0,60,0, -111,-109,-126, -7,-121,-14
  0,60,0, -112,-111,-128, -7,-122,-12
  0,60,0, -104,-101,-114, -7,-109,-12
  0,60,0, -117,-120,-135, -4,-129,-9
  0,60,0, -119,-117,-128, -7,-124,-11
  0,60,0, -111,-112,-122, -7,-118,-6
  0,60,0, -119,-116,-125, -4,-122,-9
  0,60,0, -112,-109,-121, -9,-120,-7
  0,60,0, -116,-115,-130, -6,-124,-14
  0,60,0, -116,-115,-127, -8,-123,-9
  0,60,0, -104,-105,-118, -10,-114,-12
