31783,-2.373349,-1.651328,1.000000
31784,-2.373349,-1.651328,1.000000
31785,-2.373349,-1.651328,1.000000
31786,-2.373349,-1.651328,1.000000
31787,-2.370771,-1.651328,1.000000
31788,-2.364622,-1.649344,1.000000
31789,-2.356489,-1.639624,1.000000
31790,-2.348158,-1.632880,1.000000
31791,-2.336257,-1.622367,1.000000
31792,-2.325744,-1.612449,1.000000
31793,-2.312652,-1.599755,1.000000
31794,-2.301941,-1.589440,1.000000
31795,-2.288651,-1.577142,1.000000
31796,-2.278138,-1.567224,1.000000
31797,-2.263856,-1.553934,1.000000
31798,-2.251558,-1.542231,1.000000
31799,-2.236681,-1.526957,1.000000
31800,-2.223589,-1.513072,1.000000
31801,-2.211093,-1.499386,1.000000
31802,-2.198200,-1.486294,1.000000
31803,-2.185505,-1.473004,1.000000
31804,-2.173603,-1.462491,1.000000
31805,-2.160115,-1.450193,1.000000
31806,-2.145238,-1.436506,1.000000
31807,-2.131353,-1.423613,1.000000
31808,-2.117666,-1.410521,1.000000
31809,-2.103980,-1.397231,1.000000
31810,-2.089500,-1.383148,1.000000
31811,-2.076011,-1.369660,1.000000
31812,-2.063316,-1.357163,1.000000
31813,-2.047646,-1.341493,1.000000
31814,-2.034356,-1.328600,1.000000
31815,-2.017496,-1.312533,1.000000
31816,-2.002619,-1.297854,1.000000
31817,-1.987544,-1.282977,1.000000
31818,-1.974055,-1.269886,1.000000
31819,-1.957195,-1.253819,1.000000
31820,-1.941525,-1.238347,1.000000
31821,-1.927441,-1.224859,1.000000
31822,-1.910383,-1.208197,1.000000
31823,-1.896299,-1.194311,1.000000
31824,-1.879042,-1.177253,1.000000
31825,-1.862578,-1.161384,1.000000
31826,-1.846908,-1.145515,1.000000
31827,-1.829254,-1.128060,1.000000
31828,-1.814378,-1.114175,1.000000
31829,-1.798906,-1.098306,1.000000
31830,-1.782442,-1.081644,1.000000
31831,-1.765978,-1.065776,1.000000
31832,-1.751697,-1.051097,1.000000
31833,-1.735233,-1.035229,1.000000
31834,-1.718571,-1.019162,1.000000
31835,-1.700124,-1.000913,1.000000
31836,-1.683461,-0.984846,1.000000
31837,-1.666799,-0.968382,1.000000
31838,-1.650137,-0.952117,1.000000
31839,-1.633277,-0.935851,1.000000
31840,-1.616020,-0.919189,1.000000
31841,-1.599358,-0.902527,1.000000
31842,-1.582696,-0.885469,1.000000
31843,-1.565835,-0.868608,1.000000
31844,-1.548975,-0.851748,1.000000
31845,-1.533305,-0.836474,1.000000
31846,-1.516643,-0.820209,1.000000
31847,-1.497997,-0.801762,1.000000
31848,-1.481137,-0.784901,1.000000
31849,-1.463880,-0.767843,1.000000
31850,-1.446424,-0.750784,1.000000
31851,-1.430952,-0.735709,1.000000
31852,-1.411711,-0.717261,1.000000
31853,-1.396240,-0.701789,1.000000
31854,-1.377197,-0.682747,1.000000
31855,-1.359543,-0.665688,1.000000
31856,-1.342286,-0.648630,1.000000
31857,-1.325029,-0.631174,1.000000
31864,-1.204626,-0.512358,1.000000
31865,-1.187171,-0.495299,1.000000
31866,-1.169517,-0.478240,1.000000
31867,-1.152260,-0.460785,1.000000
31868,-1.134606,-0.443726,1.000000
31869,-1.117150,-0.426667,1.000000
31870,-1.097116,-0.407228,1.000000
31871,-1.081446,-0.391756,1.000000
31872,-1.062205,-0.373111,1.000000
31873,-1.044551,-0.355457,1.000000
31874,-1.027096,-0.337803,1.000000
31875,-1.009045,-0.320546,1.000000
31876,-0.993574,-0.304876,1.000000
31877,-0.974134,-0.286032,1.000000
31878,-0.958861,-0.270560,1.000000
31879,-0.939422,-0.250724,1.000000
31880,-0.921371,-0.233467,1.000000
31881,-0.903916,-0.216408,1.000000
31882,-0.886659,-0.199349,1.000000
31883,-0.870592,-0.183679,1.000000
31884,-0.850954,-0.164439,1.000000
31885,-0.834887,-0.148768,1.000000
31886,-0.815448,-0.129726,1.000000
31887,-0.797795,-0.112667,1.000000
31888,-0.779942,-0.095013,1.000000
31889,-0.762090,-0.077955,1.000000
31890,-0.746420,-0.061689,1.000000
31891,-0.727179,-0.042647,1.000000
31892,-0.709525,-0.025390,1.000000
31893,-0.693657,-0.009720,1.000000
31894,-0.674416,0.009323,1.000000
31895,-0.658349,0.025390,1.000000
31896,-0.640695,0.042449,1.000000
31897,-0.621455,0.061491,1.000000
31898,-0.603999,0.078748,1.000000
31899,-0.586147,0.096402,1.000000
31900,-0.567898,0.113659,1.000000
31901,-0.550443,0.130718,1.000000
31902,-0.532590,0.148570,1.000000
31903,-0.514936,0.165827,1.000000
31904,-0.497283,0.183282,1.000000
31905,-0.481216,0.199151,1.000000
31906,-0.463562,0.216607,1.000000
31907,-0.445710,0.234062,1.000000
31908,-0.428056,0.251518,1.000000
31909,-0.408815,0.270560,1.000000
31910,-0.390765,0.288412,1.000000
31911,-0.373706,0.305471,1.000000
31912,-0.357441,0.320943,1.000000
31913,-0.337803,0.340580,1.000000
31914,-0.321934,0.356052,1.000000
31915,-0.302495,0.375491,1.000000
31916,-0.284643,0.392550,1.000000
31917,-0.266791,0.410005,1.000000
31918,-0.248939,0.427659,1.000000
31919,-0.231285,0.444916,1.000000
31920,-0.213234,0.462570,1.000000
31921,-0.195581,0.479827,1.000000
31922,-0.178125,0.497084,1.000000
31923,-0.160273,0.514738,1.000000
31924,-0.142818,0.532194,1.000000
31925,-0.126949,0.548261,1.000000
31926,-0.109097,0.566113,1.000000
31927,-0.089459,0.585552,1.000000
31928,-0.071607,0.602809,1.000000
31929,-0.053557,0.620463,1.000000
31930,-0.035308,0.638315,1.000000
31931,-0.017852,0.655572,1.000000
31932,0.000198,0.673424,1.000000
31933,0.016265,0.688896,1.000000
31934,0.036101,0.708732,1.000000
31935,0.054152,0.726187,1.000000
