12038,8.037056,-7.571709,1.000000
12039,8.037056,-7.571709,1.000000
12040,8.037056,-7.571709,1.000000
12041,8.037254,-7.572700,1.000000
12042,8.044792,-7.577064,1.000000
12043,8.053718,-7.583610,1.000000
12044,8.066016,-7.593330,1.000000
12045,8.078909,-7.602652,1.000000
12046,8.094183,-7.613760,1.000000
12047,8.109655,-7.624670,1.000000
12048,8.126118,-7.637167,1.000000
12049,8.141789,-7.650060,1.000000
12050,8.156070,-7.662556,1.000000
12051,8.174716,-7.677433,1.000000
12052,8.190188,-7.690128,1.000000
12053,8.208635,-7.704608,1.000000
12054,8.225694,-7.717303,1.000000
12055,8.242951,-7.729800,1.000000
12056,8.261200,-7.745073,1.000000
12057,8.276077,-7.758363,1.000000
12058,8.289565,-7.771058,1.000000
12059,8.308012,-7.787720,1.000000
12060,8.327253,-7.805771,1.000000
12061,8.345105,-7.819457,1.000000
12062,8.360379,-7.830565,1.000000
12063,8.377041,-7.844252,1.000000
12064,8.396083,-7.860914,1.000000
12065,8.413539,-7.877378,1.000000
12066,8.430597,-7.895230,1.000000
12067,8.445871,-7.910107,1.000000
12068,8.460153,-7.923397,1.000000
12069,8.478600,-7.938274,1.000000
12070,8.497444,-7.954341,1.000000
12071,8.516288,-7.970408,1.000000
12072,8.535132,-7.987268,1.000000
12073,8.549215,-8.002541,1.000000
12074,8.563299,-8.018410,1.000000
12075,8.581944,-8.037651,1.000000
12076,8.605152,-8.057288,1.000000
12077,8.623203,-8.070578,1.000000
12078,8.639865,-8.087637,1.000000
12079,8.658709,-8.105489,1.000000
12080,8.676958,-8.122945,1.000000
12087,8.815213,-8.259811,1.000000
12088,8.835247,-8.279250,1.000000
12089,8.852702,-8.298094,1.000000
12090,8.876307,-8.320310,1.000000
12091,8.897333,-8.338758,1.000000
12092,8.922921,-8.360577,1.000000
12093,8.948311,-8.383983,1.000000
12094,8.968147,-8.403621,1.000000
12095,8.988974,-8.426035,1.000000
12096,9.009405,-8.447656,1.000000
12097,9.035191,-8.474633,1.000000
12098,9.055027,-8.494865,1.000000
12099,9.076450,-8.516288,1.000000
12100,9.101641,-8.540686,1.000000
12101,9.121675,-8.560323,1.000000
12102,9.144090,-8.583729,1.000000
12103,9.171066,-8.609119,1.000000
12104,9.195663,-8.630542,1.000000
12105,9.218672,-8.653155,1.000000
12106,9.240690,-8.671602,1.000000
12107,9.265881,-8.693421,1.000000
12108,9.290676,-8.717621,1.000000
12109,9.315868,-8.741424,1.000000
12110,9.343043,-8.767210,1.000000
12111,9.365655,-8.788038,1.000000
12112,9.392632,-8.813626,1.000000
12113,9.417427,-8.836635,1.000000
12114,9.441230,-8.857066,1.000000
12115,9.468801,-8.881464,1.000000
12116,9.499150,-8.906656,1.000000
12117,9.521564,-8.928475,1.000000
12118,9.551120,-8.953666,1.000000
12119,9.574724,-8.974692,1.000000
12120,9.604081,-9.003454,1.000000
12121,9.631455,-9.030629,1.000000
12122,9.656646,-9.054829,1.000000
12123,9.686400,-9.084979,1.000000
12124,9.711789,-9.111559,1.000000
12125,9.737576,-9.136552,1.000000
12126,9.761776,-9.158570,1.000000
12127,9.788554,-9.182770,1.000000
12128,9.815927,-9.208754,1.000000
12129,9.845681,-9.235334,1.000000
12130,9.872261,-9.259534,1.000000
12131,9.896460,-9.282543,1.000000
12132,9.924627,-9.308528,1.000000
12133,9.954976,-9.336893,1.000000
12134,9.982746,-9.362283,1.000000
12135,10.007739,-9.385293,1.000000
12136,10.038881,-9.414055,1.000000
12137,10.065064,-9.437262,1.000000
12138,10.097595,-9.464437,1.000000
12139,10.123977,-9.488042,1.000000
12140,10.155912,-9.517201,1.000000
12141,10.180905,-9.539813,1.000000
12142,10.213039,-9.568377,1.000000
12143,10.238429,-9.592973,1.000000
12144,10.270166,-9.622529,1.000000
12145,10.296548,-9.646728,1.000000
12146,10.326897,-9.673705,1.000000
12147,10.356253,-9.700285,1.000000
12148,10.388784,-9.728650,1.000000
12149,10.419133,-9.755230,1.000000
12150,10.449878,-9.783992,1.000000
12151,10.481020,-9.814935,1.000000
12152,10.508592,-9.843499,1.000000
12153,10.536759,-9.875633,1.000000
12154,10.568099,-9.908560,1.000000
12155,10.594679,-9.934347,1.000000
12156,10.624036,-9.961323,1.000000
12157,10.653195,-9.988300,1.000000
12158,10.682949,-10.015078,1.000000
12159,10.716074,-10.045824,1.000000
12160,10.745828,-10.074189,1.000000
12161,10.773003,-10.098587,1.000000
12162,10.804542,-10.127944,1.000000
12163,10.831518,-10.152342,1.000000
12164,10.865041,-10.183881,1.000000
12165,10.893406,-10.211254,1.000000
12166,10.924945,-10.240413,1.000000
12167,10.960054,-10.269968,1.000000
12168,10.989411,-10.294168,1.000000
12169,11.020950,-10.322334,1.000000
12170,11.057249,-10.352881,1.000000
12171,11.086210,-10.379263,1.000000
12172,11.116162,-10.407231,1.000000
12173,11.144130,-10.434605,1.000000
12174,11.176859,-10.466342,1.000000
12175,11.212564,-10.498873,1.000000
12176,11.240929,-10.524461,1.000000
12177,11.271872,-10.553818,1.000000
12178,11.306387,-10.587737,1.000000
12179,11.337926,-10.620863,1.000000
12180,11.364704,-10.651410,1.000000
12186,11.552945,-10.839849,1.000000
12187,11.580517,-10.865041,1.000000
12188,11.612056,-10.895588,1.000000
12189,11.642603,-10.925738,1.000000
12190,11.676125,-10.957674,1.000000
12191,11.707268,-10.987031,1.000000
12192,11.736823,-11.013214,1.000000
12193,11.773122,-11.045943,1.000000
12194,11.802479,-11.072920,1.000000
12195,11.834415,-11.103268,1.000000
12196,11.868532,-11.136394,1.000000
12197,11.900865,-11.167338,1.000000
12198,11.931808,-11.197488,1.000000
12199,11.964141,-11.227440,1.000000
12200,11.997068,-11.256797,1.000000
12201,12.026623,-11.283576,1.000000
